[2024-11-25T00:00:02.578+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-25T00:00:02.598+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [queued]>
[2024-11-25T00:00:02.607+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [queued]>
[2024-11-25T00:00:02.608+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-25T00:00:02.624+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-24 00:00:00+00:00
[2024-11-25T00:00:02.642+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=1607) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-25T00:00:02.645+0000] {standard_task_runner.py:72} INFO - Started process 1615 to run task
[2024-11-25T00:00:02.642+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'scheduled__2024-11-24T00:00:00+00:00', '--job-id', '238', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpocqy4myb']
[2024-11-25T00:00:02.646+0000] {standard_task_runner.py:105} INFO - Job 238: Subtask extract_usa_spending_data_task
[2024-11-25T00:00:02.706+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task scheduled__2024-11-24T00:00:00+00:00 [running]> on host c38f41c7f3f7
[2024-11-25T00:27:33.491+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-23-MC-72-0027_8620
[2024-11-25T00:27:33.826+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-18-MC-72-0025_8620
[2024-11-25T00:27:34.161+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-24-MC-72-0021_8620
[2024-11-25T00:27:34.524+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-17-MC-72-0021_8620
[2024-11-25T00:27:34.865+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-20-MW-72-0025_8620
[2024-11-25T00:27:35.213+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-18-MC-72-0012_8620
[2024-11-25T00:27:35.569+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-24-MC-72-0025_8620
[2024-11-25T00:27:35.892+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-22-MC-72-0025_8620
[2024-11-25T00:27:36.233+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-20-MC-72-0012_8620
[2024-11-25T00:27:36.579+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-21-MC-72-0012_8620
[2024-11-25T00:27:36.940+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-19-MC-72-0012_8620
[2024-11-25T00:27:37.279+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-24-MC-72-0027_8620
[2024-11-25T00:27:37.611+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-20-MW-72-0027_8620
[2024-11-25T00:27:37.964+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-15-MC-72-0025_8620
[2024-11-25T00:27:38.292+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-15-MC-72-0012_8620
[2024-11-25T00:27:38.677+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-23-MC-72-0025_8620
[2024-11-25T00:27:39.016+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-17-MC-72-0012_8620
[2024-11-25T00:27:39.413+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-23-MC-72-0012_8620
[2024-11-25T00:27:39.823+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-17-MC-72-0025_8620
[2024-11-25T00:27:40.248+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-16-MC-72-0025_8620
[2024-11-25T00:27:40.625+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-22-MC-72-0012_8620
[2024-11-25T00:27:40.966+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-24-MC-72-0012_8620
[2024-11-25T00:27:41.340+0000] {usa_spending_extraction_script.py:284} INFO - Fetching subawards for award_id: ASST_NON_B-16-MC-72-0012_8620
[2024-11-25T00:27:42.113+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/subawards_11_25_2024.csv
[2024-11-25T00:27:42.116+0000] {logging_mixin.py:190} INFO - Extracting Transactions Data
[2024-11-25T00:27:42.117+0000] {usa_spending_extraction_script.py:319} INFO - Fetching transactions for award_id: ASST_NON_B-18-DP-72-0002_8620
[2024-11-25T00:44:06.650+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:44:06.660+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T00:44:07.767+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:44:07.769+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T00:44:08.324+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:44:08.327+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T00:44:08.883+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:44:08.886+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T00:44:10.562+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:44:10.565+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T00:44:11.144+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:44:11.146+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T00:45:18.875+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:45:18.877+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T00:45:22.261+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:45:22.263+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T00:45:22.803+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T00:45:22.806+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T01:02:50.425+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca46faa0>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:50.446+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T01:02:50.711+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca488f20>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:50.721+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T01:02:50.970+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca489b80>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:50.977+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T01:02:51.355+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca48a870>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:51.363+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T01:02:51.614+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca48b680>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:51.636+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T01:02:51.869+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca46fb90>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:51.878+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T01:02:52.111+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca489880>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:52.123+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T01:02:52.390+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca48ba10>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:52.397+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T01:02:52.609+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca4a0710>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:52.614+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T01:02:52.819+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca4a1280>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:52.820+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T01:02:53.024+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca4a1c10>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:53.026+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T01:02:53.285+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca488dd0>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:53.288+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T01:02:53.496+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca48b1d0>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:53.497+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T01:02:53.720+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: HTTPSConnectionPool(host='api.usaspending.gov', port=443): Max retries exceeded with url: /api/v2/transactions/ (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f8dca44b4d0>: Failed to resolve 'api.usaspending.gov' ([Errno -2] Name or service not known)"))
[2024-11-25T01:02:53.721+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:17:56.364+0000] {job.py:229} INFO - Heartbeat recovered after 8082.28 seconds
[2024-11-25T03:31:50.498+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:31:50.526+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:31:52.685+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:31:52.687+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:31:54.302+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:31:54.303+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:31:56.495+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:31:56.498+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:31:57.547+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:31:57.549+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:33:55.178+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:33:55.180+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:33:56.272+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:33:56.274+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:33:58.378+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:33:58.379+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:33:58.886+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:33:58.887+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:33:59.419+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:33:59.419+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T03:48:16.710+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:48:16.712+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:48:17.262+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:48:17.262+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:48:19.910+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:48:19.911+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:48:20.973+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:48:20.974+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:48:23.112+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:48:23.113+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:51:19.644+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:19.645+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:51:20.177+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:20.178+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:51:20.698+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:20.699+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T03:51:21.211+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:21.212+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:51:21.730+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:21.731+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:51:22.271+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:22.272+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T03:51:22.799+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:22.800+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:51:23.341+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:23.341+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:51:23.869+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:23.870+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T03:51:24.469+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:24.471+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T03:51:25.153+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:25.155+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T03:51:25.701+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:25.703+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T03:51:26.248+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T03:51:26.248+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:04:42.706+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:42.708+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:04:43.238+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:43.238+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T04:04:44.556+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:44.557+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:04:45.607+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:45.608+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:04:46.161+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:46.162+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T04:04:47.227+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:47.228+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:04:48.373+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:48.374+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:04:48.886+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:48.887+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T04:04:49.417+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:04:49.418+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T04:06:54.630+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:06:54.631+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:06:56.211+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:06:56.212+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:06:56.728+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:06:56.729+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T04:06:57.250+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:06:57.251+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T04:06:57.773+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:06:57.774+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:07:00.426+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:07:00.427+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:07:01.506+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:07:01.507+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:19:16.749+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:19:16.809+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:19:18.409+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:19:18.414+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
[2024-11-25T04:19:19.067+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:19:19.079+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (2/3)
[2024-11-25T04:19:19.764+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:19:19.781+0000] {usa_spending_extraction_script.py:364} ERROR - Max retries reached for award_id ASST_NON_B-18-DP-72-0002_8620. Skipping.
[2024-11-25T04:19:21.351+0000] {usa_spending_extraction_script.py:359} ERROR - Request failed: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
[2024-11-25T04:19:21.365+0000] {usa_spending_extraction_script.py:361} INFO - Retrying... (1/3)
