[2024-11-24T22:24:47.482+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-11-24T22:24:47.504+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-24T22:24:42.151283+00:00 [queued]>
[2024-11-24T22:24:47.515+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-24T22:24:42.151283+00:00 [queued]>
[2024-11-24T22:24:47.516+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-11-24T22:24:47.534+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): extract_usa_spending_data_task> on 2024-11-24 22:24:42.151283+00:00
[2024-11-24T22:24:47.571+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=2072) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-11-24T22:24:47.569+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'ETL_usa_spending', 'extract_usa_spending_data_task', 'manual__2024-11-24T22:24:42.151283+00:00', '--job-id', '222', '--raw', '--subdir', 'DAGS_FOLDER/project_dag.py', '--cfg-path', '/tmp/tmpr1au363y']
[2024-11-24T22:24:47.572+0000] {standard_task_runner.py:72} INFO - Started process 2074 to run task
[2024-11-24T22:24:47.573+0000] {standard_task_runner.py:105} INFO - Job 222: Subtask extract_usa_spending_data_task
[2024-11-24T22:24:47.687+0000] {task_command.py:467} INFO - Running <TaskInstance: ETL_usa_spending.extract_usa_spending_data_task manual__2024-11-24T22:24:42.151283+00:00 [running]> on host 7da4b16cbed4
[2024-11-24T22:46:37.067+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0015_8620 (Request 465/507)
[2024-11-24T22:46:39.568+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0027_8620 (Request 466/507)
[2024-11-24T22:46:42.010+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0021_8620 (Request 467/507)
[2024-11-24T22:46:44.425+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0021_8620 (Request 468/507)
[2024-11-24T22:46:46.974+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0027_8620 (Request 469/507)
[2024-11-24T22:46:49.446+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0012_8620 (Request 470/507)
[2024-11-24T22:46:51.861+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0021_8620 (Request 471/507)
[2024-11-24T22:46:54.288+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0021_8620 (Request 472/507)
[2024-11-24T22:46:56.869+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0021_8620 (Request 473/507)
[2024-11-24T22:46:59.276+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0021_8620 (Request 474/507)
[2024-11-24T22:47:01.667+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-14-MC-72-0025_8620 (Request 475/507)
[2024-11-24T22:47:04.248+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0027_8620 (Request 476/507)
[2024-11-24T22:47:06.708+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0021_8620 (Request 477/507)
[2024-11-24T22:47:09.100+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0027_8620 (Request 478/507)
[2024-11-24T22:47:11.611+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0012_8620 (Request 479/507)
[2024-11-24T22:47:14.144+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0025_8620 (Request 480/507)
[2024-11-24T22:47:16.613+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0025_8620 (Request 481/507)
[2024-11-24T22:47:19.043+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0021_8620 (Request 482/507)
[2024-11-24T22:47:21.448+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0025_8620 (Request 483/507)
[2024-11-24T22:47:23.850+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0027_8620 (Request 484/507)
[2024-11-24T22:47:26.558+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0027_8620 (Request 485/507)
[2024-11-24T22:47:29.050+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0025_8620 (Request 486/507)
[2024-11-24T22:47:31.526+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0021_8620 (Request 487/507)
[2024-11-24T22:47:33.932+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0021_8620 (Request 488/507)
[2024-11-24T22:47:36.367+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0025_8620 (Request 489/507)
[2024-11-24T22:47:38.763+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-18-MC-72-0012_8620 (Request 490/507)
[2024-11-24T22:47:41.312+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0025_8620 (Request 491/507)
[2024-11-24T22:47:43.808+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0025_8620 (Request 492/507)
[2024-11-24T22:47:46.308+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MC-72-0012_8620 (Request 493/507)
[2024-11-24T22:47:48.878+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-21-MC-72-0012_8620 (Request 494/507)
[2024-11-24T22:47:51.332+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-19-MC-72-0012_8620 (Request 495/507)
[2024-11-24T22:47:53.720+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0027_8620 (Request 496/507)
[2024-11-24T22:47:56.134+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-20-MW-72-0027_8620 (Request 497/507)
[2024-11-24T22:47:58.620+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0025_8620 (Request 498/507)
[2024-11-24T22:48:01.090+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-15-MC-72-0012_8620 (Request 499/507)
[2024-11-24T22:48:03.773+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0025_8620 (Request 500/507)
[2024-11-24T22:48:06.264+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0012_8620 (Request 501/507)
[2024-11-24T22:48:08.722+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-23-MC-72-0012_8620 (Request 502/507)
[2024-11-24T22:48:11.209+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-17-MC-72-0025_8620 (Request 503/507)
[2024-11-24T22:48:13.679+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0025_8620 (Request 504/507)
[2024-11-24T22:48:16.143+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-22-MC-72-0012_8620 (Request 505/507)
[2024-11-24T22:48:18.578+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-24-MC-72-0012_8620 (Request 506/507)
[2024-11-24T22:48:20.986+0000] {usa_spending_extraction_script.py:71} INFO - Fetching data for award ID: ASST_NON_B-16-MC-72-0012_8620 (Request 507/507)
[2024-11-24T22:48:27.170+0000] {logging_mixin.py:190} INFO - File saved to S3: s3://project-raw-data-files/usa_spending_data/other_data_11_24_2024.csv
[2024-11-24T22:48:27.173+0000] {logging_mixin.py:190} INFO - Extracting Funding Data
[2024-11-24T22:48:27.175+0000] {taskinstance.py:3311} ERROR - Task failed with exception
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 767, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 733, in _execute_callable
    return ExecutionCallableRunner(
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 417, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 238, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 256, in execute_callable
    return runner.run(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/data_extraction/usa_spending_extraction_script.py", line 435, in extract_usa_spending_data
    df_funding_data = get_all_funding_data(df_spending_by_award)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: get_all_funding_data() missing 1 required positional argument: 'df_spending_by_award'
[2024-11-24T22:48:27.210+0000] {taskinstance.py:1225} INFO - Marking task as FAILED. dag_id=ETL_usa_spending, task_id=extract_usa_spending_data_task, run_id=manual__2024-11-24T22:24:42.151283+00:00, execution_date=20241124T222442, start_date=20241124T222447, end_date=20241124T224827
[2024-11-24T22:48:27.252+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-11-24T22:48:27.253+0000] {standard_task_runner.py:124} ERROR - Failed to execute job 222 for task extract_usa_spending_data_task (get_all_funding_data() missing 1 required positional argument: 'df_spending_by_award'; 2074)
Traceback (most recent call last):
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py", line 117, in _start_by_fork
    ret = args.func(args, dag=self.dag)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/cli/cli_config.py", line 49, in command
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/cli.py", line 116, in wrapper
    return f(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/cli/commands/task_command.py", line 483, in task_run
    task_return_code = _run_task_by_selected_method(args, _dag, ti)
                       ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/cli/commands/task_command.py", line 256, in _run_task_by_selected_method
    return _run_raw_task(args, ti)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/cli/commands/task_command.py", line 341, in _run_raw_task
    return ti._run_raw_task(
           ^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/session.py", line 97, in wrapper
    return func(*args, session=session, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 3005, in _run_raw_task
    return _run_raw_task(
           ^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 273, in _run_raw_task
    TaskInstance._execute_task_with_callbacks(
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 3159, in _execute_task_with_callbacks
    result = self._execute_task(context, task_orig)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 3183, in _execute_task
    return _execute_task(self, context, task_orig)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 767, in _execute_task
    result = _execute_callable(context=context, **execute_callable_kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/taskinstance.py", line 733, in _execute_callable
    return ExecutionCallableRunner(
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/models/baseoperator.py", line 417, in wrapper
    return func(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 238, in execute
    return_value = self.execute_callable()
                   ^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/operators/python.py", line 256, in execute_callable
    return runner.run(*self.op_args, **self.op_kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/airflow/.local/lib/python3.12/site-packages/airflow/utils/operator_helpers.py", line 252, in run
    return self.func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/airflow/dags/data_extraction/usa_spending_extraction_script.py", line 435, in extract_usa_spending_data
    df_funding_data = get_all_funding_data(df_spending_by_award)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: get_all_funding_data() missing 1 required positional argument: 'df_spending_by_award'
[2024-11-24T22:48:27.337+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 1
[2024-11-24T22:48:27.429+0000] {taskinstance.py:3895} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2024-11-24T22:48:27.441+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
